key,message,link,reason,action
CAUAJM_E_10662,Cannot delete External Instance: {0} because it does not exist.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10662.html,Cannot delete External Instance as it does not exist in the database.,Change the External Instance name to update or use the INSERT attribute to insert the External Instance.
CAUAJM_E_10663,Cannot update External Instance: {0} because it does not exist.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10663.html,Cannot update External Instance as it does not exist in the database.,Change the External Instance name to update or use the INSERT attribute to insert the External Instance.
CAUAJM_E_10664,Error retrieving AFM information from the database.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10664.html,Error retrieving AFM information from the database.,
CAUAJM_E_10665,Agents of machine type {0} do not support this operation.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10665.html,Agents of the specified machine type do not support this operation.,The Agent does not support the requested operation.
CAUAJM_E_10666,Error retrieving machine information from the database.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10666.html,Error retrieving machine information from the database.,
CAUAJM_E_10668,Unable to determine the file name of the requested log.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10668.html,The database query failed.,
CAUAJM_E_10669,Unable to determine the node that has the requested log.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10669.html,The database query failed.,
CAUAJM_E_10670,Error retrieving remote agent directory.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10670.html,The database query failed.,
CAUAJM_E_10671,Error retrieving job output {0}: ,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10671.html,Error retrieving job output blob/glob.,
CAUAJM_E_10672,Input field contains illegal apostrophe.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10672.html,Client input error.,Remove the apostrophe and retry.
CAUAJM_E_10673,The requested server operation failed. Operation ID = {0}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10673.html,The application server operation for the specified ID value has failed. This message typically follows other error messages that specify the actual causes for the server operation failure.,Review the preceding error messages for the actual cause for the server operation failure.
CAUAJM_E_10674,The requested server operation failed because the requester has insufficient privileges. Operation ID = {0}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10674.html,The application server operation for the specified ID value has failed because the requester has insufficient privileges. This message typically follows other error messages that specify the actual causes for the server operation failure.,Review the preceding error messages for the actual cause for the server operation failure.
CAUAJM_E_10675,The requested server operation failed because it did not pass the external job validation criteria.  Operation ID = {0}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10675.html,The application server operation for the specified ID value has failed because it did not pass the external job validation criteria. This message typically follows other error messages that specify the actual causes for the server operation failure.,Review the preceding error messages for the actual cause for the server operation failure.
CAUAJM_E_10676,The requested server operation failed because one of the specified fields was invalid. Operation ID = {0}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10676.html,The application server operation for the specified ID value has failed because one of the specified fields was invalid. This message typically follows other error messages that specify the actual causes for the server operation failure.,Review the preceding error messages for the actual cause for the server operation failure.
CAUAJM_E_10677,The requested server operation failed because required attributes were not specified. Operation ID = {0}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10677.html,The application server operation for the specified ID value has failed because required attributes were not specified. This message typically follows other error messages that specify the actual causes for the server operation failure.,Review the preceding error messages for the actual cause for the server operation failure.
CAUAJM_E_10678,The requested server operation failed because specified attributes were invalid. Operation ID = {0}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10678.html,The application server operation for the specified ID value has failed because specified attributes were invalid. This message typically follows other error messages that specify the actual causes for the server operation failure.,Review the preceding error messages for the actual cause for the server operation failure.
CAUAJM_E_10679,The requested server operation failed because specified filter fields were invalid. Operation ID = {0}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10679.html,The application server operation for the specified ID value has failed because specified filter fields were invalid. This message typically follows other error messages that specify the actual causes for the server operation failure.,Review the preceding error messages for the actual cause for the server operation failure.
CAUAJM_E_10680,The requested server operation failed because the specified object does not exist. Operation ID = {0}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10680.html,The application server operation for the specified ID value has failed because the object does not exist. This message typically follows other error messages that specify the actual causes for the server operation failure.,Review the preceding error messages for the actual cause for the server operation failure.
CAUAJM_E_10681,The requested calendar <{0}> does not exist.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10681.html,Calendar has not previously been defined.,"Create the calendar, or change the name of the requested calendar."
CAUAJM_E_10682,Requested log file for the specified job could not be found.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10682.html,Requested log file·for the specified job could not be found.,Pick a job that creates job logs.
CAUAJM_E_10683,CONDITION ERROR: External instance name <{0}> is not defined,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10683.html,The external instance name is currently not defined to the product.,Define the external instance through JIL.
CAUAJM_E_10684,Unable to establish a network connection to [{0}:{1}].,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10684.html,Network failure or specified host is bad.,Correct the host name or network failure.
CAUAJM_E_10685,Specified filter is invalid.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10685.html,The generated where clause is empty.,Change the filter.
CAUAJM_E_10687,The specified binary object is too large.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10687.html,The binary object is too large.,Make the binary object smaller or adjust the MaxBinaryTransferSize configuration parameter.
CAUAJM_E_10689,The time interval type is invalid.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10689.html,Specified type is invalid.,Change the type and re-run the API.
CAUAJM_E_10690,No statistics fields were specified.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10690.html,No statistics were included in request.,Add statistics to request and re-run the API.
CAUAJM_E_10691,At least one of the statistics fields supplied was invalid.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10691.html,The specified statistic is invalid.,Change and re-run the API.
CAUAJM_E_10692,The requested server operation failed to complete within the expiration time of {0} seconds.  Operation ID = {1}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10692.html,The requested server operation failed to complete within the expiration time.,Set a higher value for the MaxExpirationSeconds attribute of the request.
CAUAJM_E_10693,This job''s type does not support the {0} operation. Event not sent for job <{1}>.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10693.html,This job''s type does not support the RESUMEJOB operation. Event not sent for the specified job.,Do not issue a RESUMEJOB event for this job.
CAUAJM_E_10694,Required parameters missing for {0} log retrieval.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10694.html,The input command requires additional parameters to retrieve log files from a z/OS or i5/OS platform.,Input the missing parameters and resubmit the request.
CAUAJM_E_10695,Parameter must specify file name and number as FileName:Number.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10695.html,The -d parameter must be specified with both file name and number.,Add the file number to the parameter and resubmit the request.
CAUAJM_E_10696,Step or Task Logs cannot be retrieved for this job type.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10696.html,Step or Task Logs cannot be retrieved for this job type.,
CAUAJM_E_10715,Library loaded does not contain the AUTOEXTVJ_ValidateJob function.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10715.html,Invalid custom validation library.,Customer must rebuild the custom validation library so it includes AUTOEXTVJ_ValidateJob function.
CAUAJM_E_10716,All custom job validations will fail.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10716.html,The job failed custom validation.,
CAUAJM_E_10718,AUTOEXTVJ Error:,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10718.html,Job failed custom validation.,
CAUAJM_E_10725,Failed to construct an Automated Framework Message to start job <{0}>.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10725.html,Failed to construct an Automated Framework Message to start the specified job.,
CAUAJM_E_10728,Failed to process an incoming AFM string: {0.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10728.html,Failed to process an incoming AFM string.,
CAUAJM_E_10730,The product has detected corrupt meta string.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10730.html,Meta string is corrupted.,Contact technical support.
CAUAJM_E_10731,Failed to retrieve job information from the database.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10731.html,Database query failed.,
CAUAJM_E_10732,Failed to parse AFM attribute \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10732.html,The agent is sending data that causes the parser logic to fail.,Contact technical support.
CAUAJM_E_10733,Database error retrieving the predecessor and successor information.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10733.html,Database error retrieving the predecessor and successor information.,Check the status of the database.
CAUAJM_E_10780,The {0} value for {1} must be {2} bytes in length.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10780.html,The value's length is incorrect.,Machine definition is not saved.
CAUAJM_E_10781,The {0} value for {1} contains an invalid {2} value.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10781.html,The value is not of correct format.,Machine definition is not saved.
CAUAJM_E_10785,Attribute {0} must be bewteen {1} and {2}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10785.html,The value is outside the acceptable range.,Machine definition is not saved.
CAUAJM_E_10786,Attribute {0} must be greater than or equal to {1}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10786.html,The value is outside the acceptable range.,Machine definition is not saved.
CAUAJM_E_10787,Attribute {0} unsupported for machine type ''{1}''.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10787.html,An attribute was specified that is unsupported for the machine type.,Machine definition is not saved.
CAUAJM_E_10789,Error retrieving connection profile information from the database.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10789.html,Error retrieving connection profile information from the database.,Check the status of the database.
CAUAJM_E_10790,StepId cannot be specified for this job,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10790.html,StepId cannot be specified for this job.,
CAUAJM_E_10802,must_start/must_complete Hours (HH) cannot be greater than 71.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10802.html,Hours (HH) cannot be greater than 71.,
CAUAJM_E_10873,Unable to update resource <{0}> at machine <{1}>. Reason: {2}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10873.html,Unable to Insert/Update/Delete Resource.,
CAUAJM_E_10874,Unable to {0} global resource <{1}>. Reason: {2}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10874.html,Unable to Insert/Update/Delete Resource.,
CAUAJM_E_10875,Unable to {0} resource <{1}> at machine <{2}>. Reason: {3}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10875.html,Unable to Insert/Update/Delete Resource.,
CAUAJM_E_10876,Unable to update resource <{0}>. Reason: {1}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10876.html,Unable to Insert/Update/Delete Resource.,
CAUAJM_E_10877,Unable to update resource {0}. Reason: {1}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10877.html,Unable to Insert/Update/Delete Resource.,
CAUAJM_E_10878,Unable to {0} resource dependency {1}. Reason: {2}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10878.html,Unable to Insert/Update/Delete Resource dependency.,
CAUAJM_E_10879,"Unable to read resource id {0}. Reason: Resource does not exist, inconsistent resource data..",http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10879.html,Unable to read Resource.,
CAUAJM_E_10880,Error encountered while reading timezones. Reverting to gmt timezone.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10880.html,Potential corruption of cfg file.,Check the cfg file to verify timezone definitions.
CAUAJM_E_10881,Failed to enable core file : {0}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10881.html,Reason unknown.,
CAUAJM_E_10882,Maximum number of {0} exceeded,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10882.html,Too many subtype parameters have been specified.,Specify the correct number of parameters.
CAUAJM_E_10883,Unable to redirect {0} to /dev/null [{1}]: errno={2} ,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10883.html,Reason unknown.,
CAUAJM_E_10884,Username not found or uid not set properly: {0},http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10884.html,Reason unknown.,
CAUAJM_E_10885,Job {0} cannot be updated while consuming resources.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10885.html,Job cannot be updated while consuming resources.,Wait for the job to complete and manually free the resources if necessary to update the job.
CAUAJM_E_10887,The expression \,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10887.html,The format of the specified expression is invalid.,Specify the expression in a valid format.
CAUAJM_E_10888,,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10888.html,,
CAUAJM_E_10889,,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10889.html,,
CAUAJM_E_10890,,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10890.html,,
CAUAJM_E_10891,,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10891.html,,
CAUAJM_E_10892,,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10892.html,,
CAUAJM_E_10904,ERROR: Unable to delete {0} table for Job:{1}{2}{3},http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10904.html,Unable to delete ext_job table for job.,
CAUAJM_E_10905,Please run the {0} {1} database scripts to synchronize data from event server {2} to {3}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10905.html,Please run the CA WAAE BCP database scripts to synchronize data from one event server to the other.,Execute the BCP database scripts and restart the Scheduler.
CAUAJM_E_10906,Detected critical dual event synchronization deadlock. Detailed information below. Shutting down.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10906.html,A critical dual event synchronization deadlock was detected. Detailed information below. Shutting down.,The Scheduler cannot reconcile events from both databases. A development fix is required.
CAUAJM_E_10907,The start date/time must be less than the end date/time.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10907.html,An invalid from date/time has been specified. The start date/time must be less than the end date/time.,Please correct the start or end date/time and resubmit the request.
CAUAJM_E_10911,The Local Settings Application Data directory is not accessible.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10911.html,The user credentials that you provided are either invalid or identify you as a user who is not authorized to access the directory.,"Verify user permissions, log in as a user who is permitted to access the directory, and reissue the command."
CAUAJM_E_10912,The home directory does not exist or is not accessible.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10912.html,The user credentials that you provided are either invalid or identify you as a user who is not authorized to access the directory or whose HOME environment variable is not properly set.,"Verify home directory assignments or HOME environment variable settings, log in as a user with the necessary permissions or environment variable settings, and reissue the command."
CAUAJM_E_10920,User authentication for <{0}> failed. Command aborted.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10920.html,Unable to authenticate using the supplied credentials.,Re-run the utility with valid credentials or contact your security administrator for assistance.
CAUAJM_E_10922,Unable to authenticate using cached credentials. Command aborted.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10922.html,Cached credentials are invalid.,"Regenerate cached credentials using a valid user name and password combination and then re-issue the command, or contact your security administrator for assistance."
CAUAJM_E_10923,Unable to retrieve credentials from the external client authentication library. Command aborted.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10923.html,"The external client authentication library is not installed, is invalid, or does not recognize you as a valid user.","Verify that a valid external client authentication library is installed and that your user is valid, and then re-issue the command, or contact your security administrator for assistance."
CAUAJM_E_10924,Unable to authenticate using the credentials obtained from the external client authentication library. Command aborted.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10924.html,The credentials obtained from the external client authentication library are invalid.,"Verify that a valid external client authentication library is installed and that your user is valid, and then re-issue the command, or contact your security administrator for assistance."
CAUAJM_E_10925,The external authentication library is missing symbol <{0}>.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10925.html,The definition for the specified function is missing from the external authentication library code.,"Add a definition for the specified function to the external authentication library code and then recompile, test, and re-install the library, or contact your security administrator for assistance."
CAUAJM_E_10926,Caught an exception in external authentication library function {0}: <{1}>,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10926.html,The operating system raised an exception while executing the external authentication library code due to a programming error.,"Troubleshoot the programming error, recompile, and test the external authentication library code and then re-install the library, or contact your security administrator for assistance."
CAUAJM_E_10927,Unable to authenticate using the artifact. Command aborted.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10927.html,The specified artifact is invalid.,"Generate a new artifact and then re-issue the command, or contact your security administrator for assistance."
CAUAJM_E_10928,"Function failed: <{0}> Errno: <{1,number,1}> Error:",http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10928.html,An error has occurred performing the indicated operation.,Review the error information and take action as required.
CAUAJM_E_10930,Encryption error. File <{0}> cannot be written.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10930.html,Cached credential file data is corrupt.,"Re-issue the command. If encryption failures continue, contact technical support."
CAUAJM_E_10931,Decryption error. Unable to read file <{0}>.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10931.html,Cached credential file data is corrupt.,"Regenerate the cached credentials and then re-issue the command. If decryption failures continue, contact technical support."
CAUAJM_E_10932,Time out error. Cannot unlock file <{0}>.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10932.html,The file is locked because another active client utility is using it.,"Manually terminate other client utility processes that are in a running, hung, or deadlocked state and then re-issue the command."
CAUAJM_E_10933,File system error. Unable to acquire a lock for file <{0}>.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10933.html,"The file does not exist, the permissions for the file are not set correctly, or some other unspecified file system or operating system error prevents the utility from acquiring a lock.","Verify that the file exists and that the file permissions are set correctly, review any other error messages and take appropriate necessary corrective action, then re-issue the command."
CAUAJM_E_10934,File system error. Unable to open file <{0}>.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10934.html,"The permissions for the file are not set properly, or some other unspecified file system or operating system error prevents the utility from opening the file.","Verify that the file permissions are set correctly, review any other error messages and take necessary corrective action, then re-issue the command."
CAUAJM_E_10935,File system error. Unable to write file <{0}>.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10935.html,"You do not have write permissions, or some other unspecified file system or operating system error is preventing the utility from creating the file.","Verify your permissions, review any other error messages and take necessary corrective action, then re-issue the command."
CAUAJM_E_10936,File system error. Unable to read file <{0}>.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10936.html,"The file does not exist, you do not have read access to it, or some other unspecified file system or operating system error is making the file unreadable.","Verify that the file exists and that you have read access to it, review other error messages and take necessary corrective action, then re-issue the command."
CAUAJM_E_10937,File system error. Unable to delete file <{0}>.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10937.html,"You do not have permission to delete the file, or some other unspecified file system or operating system error is preventing the utility from deleting the file.","Verify your permissions, review any other error messages and take necessary corrective action, then re-issue the command."
CAUAJM_E_10938,Invalid file permissions. Only the owner may read or write file <{0}>.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10938.html,Users other than the owner have read or write access to cached credentials file.,"Regenerate the cached credentials and then re-issue the command. If the problem persists, contact CA Support."
CAUAJM_E_10941,Failed to purge {0} log file <{1}>.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10941.html,An error has occurred performing the purge operation.,"Verify if the log file is open, review other error messages, and take corrective action."
CAUAJM_E_10950,Unable to encode passphrase.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10950.html,Unable to encode passphrase.,
CAUAJM_E_10951,Unable to encode key string.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10951.html,Unable to encode key string.,
CAUAJM_E_10952,Unable to decode passphrase.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10952.html,Unable to decode passphrase.,
CAUAJM_E_10953,Unable to decode keystring.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10953.html,Unable to decode keystring.,
CAUAJM_E_10979,Found more than one type of credential. Current operation is not supported.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10979.html,An older client is trying to access the credentials that are created by newer client.,Use the latest client to access the credentials.
CAUAJM_E_10980,Blob name is not specified.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10980.html,Client input error.,Specify the blob name and retry.
CAUAJM_E_10981,Blob name must be specified only when the blob type is outputpayloadvar.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10981.html,Client input error.,Modify the blob type and retry.
CAUAJM_E_10954,An error occurred uploading the key string file to the database.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10954.html,A program or database error prevents the storage of the key string in the database.,"Check previous messages for an indication of what caused the problem and take required action. If you cannot determine the cause of the problem, contact CA Technologies Technical Support."
